iter	Passed	Remaining
479	835	905
480	836	902
481	837	900
482	839	898
483	840	895
484	841	893
485	842	891
486	843	888
487	845	886
488	846	884
489	847	881
490	848	879
491	849	877
492	851	875
493	854	875
494	856	873
495	858	872
496	859	870
497	861	867
498	862	865
499	863	863
500	864	861
501	865	858
502	866	856
503	867	854
504	868	851
505	870	849
506	871	847
507	872	844
508	873	842
509	874	840
510	875	838
511	876	835
512	878	833
513	879	831
514	880	829
515	881	827
516	884	826
517	887	826
518	890	824
519	891	822
520	892	820
521	893	818
522	895	816
523	896	814
524	897	811
525	898	809
526	900	807
527	901	805
528	902	803
529	903	801
530	904	799
531	905	796
532	907	794
533	908	792
534	909	790
535	910	788
536	912	786
537	914	785
538	916	783
539	917	781
540	919	779
541	920	777
542	921	775
543	922	773
544	923	771
545	924	768
546	925	766
547	927	764
548	928	762
549	929	760
550	930	758
551	931	756
552	933	754
553	934	752
554	935	749
555	936	747
556	937	745
557	938	743
558	940	742
559	943	740
560	944	739
561	946	737
562	948	736
563	949	734
564	950	732
565	952	730
566	953	728
567	955	726
568	957	725
569	958	723
570	960	721
571	961	719
572	963	717
573	964	715
574	965	713
575	966	711
576	967	709
577	968	707
578	970	705
579	972	704
580	976	704
581	978	702
582	979	700
583	980	698
584	981	696
585	982	694
586	984	692
587	985	690
588	986	688
589	987	686
590	988	684
591	990	682
592	991	680
593	992	678
594	993	676
595	994	674
596	995	672
597	996	669
598	998	668
599	999	666
600	1001	664
601	1005	664
602	1006	662
603	1010	662
604	1011	660
605	1013	659
606	1015	657
607	1016	655
608	1017	653
609	1019	651
610	1020	649
611	1021	647
612	1022	645
613	1024	643
614	1025	642
615	1026	640
616	1028	638
617	1029	636
618	1031	634
619	1033	633
620	1035	632
621	1037	630
622	1039	628
623	1040	626
624	1042	625
625	1043	623
626	1044	621
627	1046	619
628	1047	617
629	1048	616
630	1050	614
631	1051	612
632	1052	610
633	1054	608
634	1055	606
635	1057	605
636	1059	603
637	1061	602
638	1063	600
639	1065	599
640	1067	597
641	1068	596
642	1070	594
643	1071	592
644	1073	590
645	1074	588
646	1075	586
647	1077	585
648	1078	583
649	1080	581
650	1081	579
651	1082	577
652	1084	576
653	1085	574
654	1087	572
655	1089	571
656	1093	571
657	1096	570
658	1098	568
659	1100	566
660	1101	564
661	1102	563
662	1104	561
663	1105	559
664	1107	557
665	1108	555
666	1109	554
667	1111	552
668	1112	550
669	1113	548
670	1115	546
671	1116	545
672	1119	544
673	1123	543
674	1125	542
675	1128	540
676	1129	539
677	1131	537
678	1133	535
679	1134	534
680	1136	532
681	1138	530
682	1140	529
683	1141	527
684	1144	526
685	1157	529
686	1159	528
687	1160	526
688	1162	524
689	1164	522
690	1165	521
691	1172	521
692	1174	520
693	1175	518
694	1176	516
695	1178	514
696	1181	513
697	1185	512
698	1186	511
699	1188	509
700	1190	507
701	1191	505
702	1193	504
703	1195	502
704	1197	500
705	1199	499
706	1201	497
707	1202	496
708	1204	494
709	1205	492
710	1208	491
711	1210	489
712	1220	491
713	1221	489
714	1224	488
715	1226	486
716	1227	484
717	1229	482
718	1231	481
719	1232	479
720	1234	477
721	1236	476
722	1238	474
723	1240	472
724	1243	471
725	1249	471
726	1252	470
727	1255	469
728	1259	468
729	1261	466
730	1263	464
731	1264	463
732	1266	461
733	1267	459
734	1269	457
735	1272	456
736	1275	455
737	1276	453
738	1278	451
739	1280	449
740	1282	448
741	1283	446
742	1285	444
743	1287	442
744	1289	441
745	1290	439
746	1291	437
747	1293	435
748	1295	434
749	1297	432
750	1299	430
751	1310	432
752	1313	430
753	1316	429
754	1317	427
755	1319	425
756	1320	424
757	1322	422
758	1323	420
759	1325	418
760	1326	416
761	1328	414
762	1329	413
763	1333	411
764	1335	410
765	1337	408
766	1345	408
767	1349	407
768	1350	405
769	1352	403
770	1353	402
771	1354	400
772	1356	398
773	1357	396
774	1359	394
775	1361	392
776	1369	393
777	1371	391
778	1372	389
779	1374	387
780	1375	385
781	1377	383
782	1378	382
783	1380	380
784	1381	378
785	1383	376
786	1384	374
787	1385	372
788	1387	370
789	1389	369
790	1391	367
791	1394	366
792	1396	364
793	1397	362
794	1399	360
795	1400	359
796	1402	357
797	1403	355
798	1405	353
799	1407	351
800	1408	350
801	1410	348
802	1412	346
803	1413	344
804	1414	342
805	1416	340
806	1417	338
807	1418	337
808	1420	335
809	1427	334
810	1429	333
811	1430	331
812	1431	329
813	1433	327
814	1434	325
815	1435	323
816	1437	321
817	1440	320
818	1441	318
819	1443	316
820	1444	314
821	1445	313
822	1447	311
823	1448	309
824	1450	307
825	1453	306
826	1456	304
827	1460	303
828	1461	301
829	1463	299
830	1464	297
831	1466	296
832	1467	294
833	1469	292
834	1470	290
835	1471	288
836	1472	286
837	1474	285
838	1475	283
839	1476	281
840	1478	279
841	1481	277
842	1486	276
843	1488	275
844	1489	273
845	1490	271
846	1492	269
847	1493	267
848	1494	265
849	1496	264
850	1498	262
851	1500	260
852	1501	258
853	1503	256
854	1504	255
855	1505	253
856	1507	251
857	1508	249
858	1516	249
859	1518	247
860	1519	245
861	1521	243
862	1522	241
863	1524	239
864	1525	238
865	1527	236
866	1529	234
867	1530	232
868	1531	230
869	1533	229
870	1535	227
871	1537	225
872	1538	223
873	1546	222
874	1549	221
875	1551	219
876	1552	217
877	1553	215
878	1554	214
879	1558	212
880	1559	210
881	1560	208
882	1562	206
883	1563	205
884	1564	203
885	1565	201
886	1567	199
887	1568	197
888	1570	196
889	1575	194
890	1577	192
891	1579	191
892	1580	189
893	1581	187
894	1583	185
895	1584	183
896	1585	182
897	1587	180
898	1588	178
899	1590	176
900	1591	174
901	1593	173
902	1594	171
903	1595	169
904	1597	167
905	1599	165
906	1603	164
907	1605	162
908	1607	160
909	1610	159
910	1611	157
911	1613	155
912	1614	153
913	1616	152
914	1619	150
915	1621	148
916	1622	146
917	1624	145
918	1625	143
919	1627	141
920	1636	140
921	1639	138
922	1640	136
923	1642	135
924	1643	133
925	1644	131
926	1646	129
927	1648	127
928	1649	126
929	1650	124
930	1652	122
931	1653	120
932	1654	118
933	1656	117
934	1657	115
935	1660	113
936	1663	111
937	1664	110
938	1666	108
939	1668	106
940	1669	104
941	1671	102
942	1672	101
943	1673	99
944	1676	97
945	1677	95
946	1679	93
947	1681	92
948	1682	90
949	1684	88
950	1685	86
951	1687	85
952	1690	83
953	1693	81
954	1695	79
955	1697	78
956	1698	76
957	1699	74
958	1701	72
959	1702	70
960	1703	69
961	1705	67
962	1707	65
963	1708	63
964	1710	62
965	1711	60
966	1712	58
967	1714	56
968	1715	54
969	1716	53
970	1718	51
971	1722	49
972	1723	47
973	1725	46
974	1726	44
975	1728	42
976	1729	40
977	1731	38
978	1732	37
979	1734	35
980	1735	33
981	1736	31
982	1738	30
983	1739	28
984	1740	26
985	1743	24
986	1745	22
987	1750	21
988	1752	19
989	1754	17
990	1755	15
991	1757	14
992	1758	12
993	1759	10
994	1761	8
995	1763	7
996	1764	5
997	1765	3
998	1767	1
999	1768	0
